mean_Liver,Meeting6
0.497767772618701,0
0.678415972973486,0
2.25286249121291,0
0.708039561976397,0
0.928946460002778,0
0.278371498584242,0
0.515747720864351,0
0.302127357122066,0
1.78857643827707,0
0.545292365203595,0
1.43201917064895,0
0.367067243508091,0
0.275546325948299,0
0.209346843546003,0
0.378161309617661,0
0.419573501688575,0
0.453305260942741,0
1.98358275439238,0
0.291233420075271,0
0.497570645860949,0
0.420452354247742,0
0.605913887599775,0
0.415137002808418,0
0.525365872235659,0
0.486298102102152,0
2.14638748632817,1
1.33340792762002,1
0.330927102071727,0
0.366025642557823,0
0.559739400608686,0
0.0613203217452635,0
0.671583856063889,0
0.354845662686917,0
0.285485166890903,0
0.407847068476382,0
0.529215247122053,0
0.197795669912787,0
0.325060968723599,0
0.357652216505698,0
0.54117268100871,0
0.322795902635101,0
0.389748168433921,0
0.801786243087218,0
0.469465351701075,0
0.48149973632885,0
0.256940120691858,0
0.60833027073887,0
2.76880910717156,1
0.734662489040608,0
0.403920872907448,0
0.476828732760748,0
0.260303707926348,0
1.08171484276108,0
2.75659491502613,0
0.203305192473204,0
0.908057313841552,0
0.590575956635752,0
0.201168305069982,0
0.29133651227143,0
0.791468832524144,0
1.16606944910784,0
0.569237603040254,0
1.35782726075529,0
0.601469764195857,0
1.86855748187769,0
0.274873625672891,0
0.623295142275367,1
2.99284590487357,1
0.586289081098741,0
0.391754778914639,0
0.581157069846584,0
0.81120289988614,0
0.182610040074721,0
0.560304561392493,0
0.429499367644034,0
1.52258376968617,1
0.602026941268651,0
0.169188058548536,0
0.387067548644065,0
2.53469009985782,0
0.344223153812223,0
0.168806294142135,0
0.344026268705221,0
0.188318380838138,0
0.730426126420166,0
0.116761683666938,0
1.93589428581501,1
0.44529929952886,0
0.370283670876249,0
0.742608190279469,0
0.485450589683057,0
0.512294637270831,0
0.164110754057548,0
1.05226259405655,0
0.297551729213466,0
1.49997958121005,1
0.673767230138809,0
0.44552033107612,0
1.22205507672236,0
0.428965466361035,0
0.937943345313991,0
0.616353230616042,0
0.279614861967949,0
0.308045760597909,0
0.193692330331626,0
0.460952877963361,0
1.27867704819749,0
0.325028308132008,0
0.741328097332988,0
0.945804113265504,0
1.97416047525594,1
1.09763174143874,0
2.04559015875057,0
0.620273549520834,0
0.753108167235531,0
4.25624806883247,1
0.975513136443388,0
4.32803467385485,0
2.24941076162588,0
1.33704891599205,0
0.945540976512699,0
0.13010078185806,0
1.82677922909046,0
0.768582986447347,0
0.698708384788336,0
0.496446697502928,0
0.320601653309418,0
0.590464753219216,0
2.71248715601707,0
1.34609185180903,0
0.755015370228497,0
2.19915343785196,0
2.00686204529158,0
0.796894026396902,0
2.35569918246376,0
0.252102820029047,0
0.343499541876041,0
0.560390149074451,0
0.344807619003998,0
1.08355576086853,0
0.470283074770337,0
0.500560569875208,0
0.310888737287911,0
3.45355799773193,1
0.476468546646737,0
0.454809698352956,0
0.577856823208937,0
0.301660403059892,0
0.799320634137373,0
0.781066011866574,0
0.584800344866178,0
0.641987872534084,0
0.657933559276813,0
0.507863652666614,0
1.16710444723765,0
0.404352724743964,0
0.615839205818408,0
1.24498425106862,0
0.955784459689597,0
0.627029350452721,0
0.811371687082473,0
0.397078531736684,0
1.10209955416599,0
0.720002129918405,0
0.56588050540284,0
0.656062671050718,0
0.562270587877285,0
0.411693631099255,0
0.491648827846654,0
0.269567497031916,0
0.277836487720164,0
0.397209054852973,0
0.261914653466822,0
1.30609523868614,0
0.758554921203575,0
0.551461813071804,0
1.13045560123618,0
0.605194857072809,0
1.2287323666327,0
0.547077677985949,0
0.458030898197421,0
0.664483606748911,0
0.498619006419153,0
0.514229505415716,0
0.497924592309526,0
1.66663969716682,0
0.520494961392639,0
1.99650499048807,1
0.44890138511481,0
0.627178044062945,0
0.757406542571844,0
0.496963681485922,0
1.59046894615328,1
0.554177822189339,0
0.310519164089451,0
0.380117205534794,0
0.361561508977793,0
0.524598389496248,0
1.06404785444656,0
1.56091897417231,0
0.241405440143372,0
2.89543996884096,1
0.301196758588154,0
0.772431094819808,0
0.503010460201517,0
0.608061474646985,0
0.70313821631191,0
